AgeClass_2.1,Total_Returns,AgeClass_1.2,River_Kvichak,AgeClass_2.2,Year,Total_Returns_NextYear
24472.0456513048,2016715.50026297,24283.8692846673,0,1534886.7928236,1969,1945368.91283336
105.296467375146,1945368.91283336,145853.767287498,0,1485853.91560223,1970,1996100.30112886
469.584662191999,1996100.30112886,56673.2733820222,0,563055.124601477,1971,1774534.94739064
0.0,1774534.94739064,20399.370710824,0,748745.138068215,1972,787541.574469531
3357.56620665182,787541.574469531,8738.09020164235,0,90534.2234611752,1973,1504237.23138679
1.3874653410370701e-09,1504237.23138679,106126.789447892,0,1090569.10541037,1974,2238670.98386349
3281.67884831183,2238670.98386349,21238.0811683445,0,565759.842344481,1975,1704895.44818508
3.9991706197645e-08,1704895.44818508,8.60229626853171e-08,0,1289361.41407833,1976,2998167.00917235
438.287445848787,2998167.00917235,35038.0514969548,0,1532499.67750337,1977,2078292.47405351
12430.2677841938,2078292.47405351,49637.8861743482,0,585164.945693657,1978,2579853.16983699
7278.98794096047,2579853.16983699,55085.4064913055,0,1666318.81278854,1979,3449719.40650296
53443.0014478203,3449719.40650296,381107.074036953,0,2234183.05779519,1980,4641785.16323844
1845.6220134943,4641785.16323844,823006.34004229,0,2772401.05416945,1981,3785029.67662826
6740.84741303865,3785029.67662826,387998.123655552,0,628139.000824013,1982,8446307.46076155
2251.36580569826,8446307.46076155,657109.966080765,0,6590350.2315994,1983,5458425.15926404
22071.5574295589,5458425.15926404,706929.194513017,0,1973576.03352205,1984,8331666.15578183
45078.0150934052,8331666.15578183,593439.336698787,0,4056129.29245678,1985,5506500.13137332
11565.195699716,5506500.13137332,1215619.20920408,0,2883765.6916511,1986,6385229.4437274
7273.00869965581,6385229.4437274,1279753.33388307,0,1689006.95305748,1987,8117564.37869095
85549.4640201912,8117564.37869095,398395.698490898,0,3484607.88307377,1988,9807459.992326
33924.7866813519,9807459.992326,425954.881389059,0,5245773.72787418,1989,12605427.226271
10806.6344763956,12605427.226271,2415527.11158373,0,4020182.86056915,1990,9235470.32752669
69292.0860577992,9235470.32752669,699118.622713006,0,4062145.44830156,1991,17890992.6677803
106273.639441212,17890992.6677803,296195.231657617,0,8870956.78766811,1992,24250547.8608733
37449.1652156503,24250547.8608733,199211.883823385,0,11121318.3761393,1993,12738312.4809906
73045.6067646731,12738312.4809906,393971.17983723,0,5179386.21914642,1994,15374929.535914
18657.0438169981,15374929.535914,1208928.89659698,0,8809854.6504351,1995,12416197.4083175
38890.8738274181,12416197.4083175,239876.584152459,0,3223466.05149961,1996,7932122.50978972
30535.0373633574,7932122.50978972,117628.642903402,0,4580342.54383062,1997,4689597.35140164
67291.0248553182,4689597.35140164,249363.128415902,0,800145.243182579,1998,6481074.18813977
3043.05999239065,6481074.18813977,1495268.13582122,0,3805468.74727158,1999,8168699.04601649
3483.7714829004,8168699.04601649,412382.557954044,0,1726750.27502771,2000,3566444.17896747
18742.2858746211,3566444.17896747,17162.1261780294,0,542540.181669639,2001,5544321.67311356
12649.3265510701,5544321.67311356,20334.5866728331,0,3493430.96881301,2002,3217355.65031874
171813.956523938,3217355.65031874,162299.808215507,0,490761.377167058,2003,11642669.2721425
25104.9157361549,11642669.2721425,1302473.62393083,0,9207076.01868299,2004,9402204.39224947
47658.7306920056,9402204.39224947,292655.805574131,0,3546271.31298221,2005,8613841.93718493
45866.3992286875,8613841.93718493,1450971.28166601,0,1585956.61028939,2006,7395032.41616077
41158.6916349411,7395032.41616077,1984955.74038946,0,1050682.28676067,2007,7827635.4595457
39826.9787051398,7827635.4595457,2789827.27312319,0,1926995.45842106,2008,12269670.9502186
36928.6230911097,12269670.9502186,470725.912920338,0,6022979.23881917,2009,5145650.23625544
121161.372517706,5145650.23625544,144943.023788434,0,2866201.43686753,2010,4604185.01678217
71868.1472562349,4604185.01678217,53088.1178603434,0,1632027.24427534,2011,5925626.757034
6.07240745511028e-10,136350.697332423,75778.7868724637,0,14002.1694942169,1963,191054.089682969
106.338716830564,191054.089682969,41541.8841299536,0,45064.4314373949,1964,297253.094768302
0.0,297253.094768302,28373.4417361015,0,26634.6342561283,1965,310078.422112503
0.0,310078.422112503,16810.8725739052,0,9652.72716855057,1966,412373.603097489
0.0,412373.603097489,196557.533604264,0,5143.6676018194,1967,290685.716349159
261.393820069712,290685.716349159,124313.039761216,0,22418.4062805172,1968,759994.230441263
4.451303712057011e-09,759994.230441263,319406.427166208,0,103991.00089101,1969,522005.614333074
1.5928381912749602e-09,522005.614333074,54400.7340562783,0,168321.36908597,1970,335231.213294444
8.533299303196101e-10,335231.213294444,43478.9860461826,0,5391.59210030622,1971,127964.893817529
0.0,127964.893817529,48449.7681851427,0,10883.8954089287,1972,113965.847478828
0.0,113965.847478828,829.533383091696,0,513.266387286797,1973,430597.397559324
298.992077003859,430597.397559324,36787.9445782532,0,278332.375578764,1974,357436.719192195
0.0,357436.719192195,58279.2225364672,0,62987.4091691747,1975,307997.323769661
0.0,307997.323769661,93770.5369866114,0,39332.8451467917,1976,170035.147841875
0.0,170035.147841875,17240.5616842293,0,5305.52015900562,1977,845205.120517744
1369.90118221058,845205.120517744,412982.632763605,0,14680.6842638902,1978,1392465.72025253
0.0,1392465.72025253,543521.457723918,0,240732.706675805,1979,2393480.99599971
4261.01192668877,2393480.99599971,412827.840965349,0,119242.057999071,1980,1338130.80472696
1.20343151215038e-09,1338130.80472696,174666.611159413,0,106555.087916822,1981,716737.279367226
0.0,716737.279367226,36010.9673169403,0,5599.93764369033,1982,1187356.7878021
0.0,1187356.7878021,611311.972648797,0,146031.241001022,1983,299792.021404745
0.0,299792.021404745,14270.1654453668,0,10184.308465902,1984,643146.426634462
0.0,643146.426634462,243467.375443037,0,34536.6613368393,1985,609140.887721097
0.0,609140.887721097,50848.0992580861,0,6742.42780413489,1986,471444.664514473
0.0,471444.664514473,105984.417151556,0,7066.80258255463,1987,293251.486183226
0.0,293251.486183226,30298.4194229752,0,6210.5613509351,1988,906594.833336457
0.0,906594.833336457,395497.523860395,0,52282.1071146441,1989,876172.314090937
0.0,876172.314090937,157348.044964435,0,50115.516454388,1990,1645838.46758343
0.0,1645838.46758343,75587.8467581789,0,9445.27791610853,1991,470347.579550268
0.0,470347.579550268,105973.281997585,0,2144.56089346305,1992,717075.486430648
0.0,717075.486430648,213200.354151432,0,5733.940598463,1993,906828.270858712
0.0,906828.270858712,138197.883361157,0,48454.0404572186,1994,1184424.80378831
0.0,1184424.80378831,170952.823657194,0,95134.7841836071,1995,942695.899808423
0.0,942695.899808423,30018.2271236571,0,2065.11765559716,1996,208758.545280871
0.0,208758.545280871,100425.513591718,0,5334.91141250786,1997,426033.707533433
6.037691620358201e-10,426033.707533433,163636.987936597,0,13736.6722076451,1998,859317.7453408
0.0,859317.7453408,376061.832221647,0,42975.8617437235,1999,982740.228025599
0.0,982740.228025599,77031.8964232781,0,6531.07891277216,2000,818733.372017471
0.0,818733.372017471,1926.56180904292,0,807.341147153337,2001,199683.679011514
4.60979489960032e-10,199683.679011514,130362.457260891,0,9522.01187852342,2002,492184.328001902
66.9697353635688,492184.328001902,60852.4275762939,0,2906.78976450378,2003,268355.560747262
0.0,268355.560747262,53303.0136318962,0,58392.8420601181,2004,801087.329199251
0.0,801087.329199251,31827.31825472,0,12377.2904288214,2005,727744.172402435
0.0,727744.172402435,235172.32722565,0,7801.61810371995,2006,1022674.96220155
0.0,1022674.96220155,772529.875114685,0,40568.4355266669,2007,1889371.76755295
0.0,1889371.76755295,596355.805920487,0,2016.94714179297,2008,1585347.9934337
0.0,1585347.9934337,326356.128009367,0,16999.2444411081,2009,1407871.09000719
0.0,1407871.09000719,187979.077791814,0,28673.866372149,2010,1015858.07373291
0.0,1015858.07373291,160642.145531697,0,18501.216883357,2011,507189.868172084
950.676473559803,615338.552307089,236513.573980611,1,139962.01179751,1963,2181685.0606461
889149.068436662,2181685.0606461,1017276.97189771,1,208488.974788941,1964,48627304.9222535
1.61837029032427e-08,48627304.9222535,415244.555149864,1,47748182.6637247,1965,8915532.98240037
1970.00989565672,8915532.98240037,107816.714581953,1,2307308.59107592,1966,5545422.52756847
112.552686077263,5545422.52756847,31231.4774550076,1,4720118.38413218,1967,3975964.09609028
111881.732630134,3975964.09609028,2288423.1753992,1,925528.361375319,1968,14054748.9658832
485628.761717692,14054748.9658832,10321864.2975106,1,2613880.91631318,1969,34839684.7147536
16341.6496887517,34839684.7147536,524321.601589611,1,33528680.5191359,1970,6978106.78415245
2298.77664670371,6978106.78415245,342819.377978539,1,4568770.714649,1971,2132286.57842254
0.0,2132286.57842254,300687.473853954,1,991238.608219217,1972,410486.629377626
6123.72178527031,410486.629377626,149287.159809694,1,104011.231414388,1973,5061353.08782306
28962.3844788608,5061353.08782306,45470.5098641382,1,4476992.47936102,1974,16219630.7034304
45181.8589414011,16219630.7034304,321013.177652402,1,15247972.6844427,1975,3545332.45784603
1.20499395708021e-08,3545332.45784603,1971913.28735589,1,919844.211611493,1976,1675472.25223782
2633.87260535971,1675472.25223782,531509.241158372,1,886252.187558444,1977,7919094.21651688
319232.378226185,7919094.21651688,6047998.65365224,1,252856.854889953,1978,24927042.4540045
314282.121352033,24927042.4540045,5468930.89033343,1,16927229.392802,1979,37931680.0587372
37502.1260714565,37931680.0587372,5940227.81334074,1,29958381.5132679,1980,6901353.487937
2129.52989748326,6901353.487937,2024757.69932087,1,3806685.58379028,1981,2811875.13885419
15273.2891589374,2811875.13885419,1613301.04360805,1,174743.796528511,1982,21496871.5657005
69687.4489251128,21496871.5657005,18868217.3548323,1,1372782.63166378,1983,23930917.9594445
13602.8583166852,23930917.9594445,2539066.59168197,1,17920528.0470085,1984,14093497.2886078
3.924806862391271e-09,14093497.2886078,745204.880337452,1,8291131.05502916,1985,2012448.61164036
530.635307810801,2012448.61164036,492725.220202652,1,962184.743911971,1986,10318113.2551303
2975.84575186305,10318113.2551303,9267004.55534506,1,514201.0486565,1987,6860048.61236509
46572.4199975416,6860048.61236509,2578692.80069278,1,1111077.28268785,1988,20484408.0004728
36966.3804388296,20484408.0004728,1051304.82291986,1,17559241.7863788,1989,18192988.9596541
4.7662727555542105e-09,18192988.9596541,652916.622529594,1,14851620.6994626,1990,8613126.79315834
32611.8788612374,8613126.79315834,4715391.65107696,1,1539423.85730161,1991,10628639.8065646
17857.5404533036,10628639.8065646,3035791.52389429,1,4276085.75760363,1992,8064870.93020834
146492.581695451,8064870.93020834,1860643.86705856,1,3698337.32271235,1993,21592336.7833691
82362.8735844383,21592336.7833691,1635679.81816017,1,18335388.8386841,1994,28426663.0971022
1940.0294453092,28426663.0971022,2192435.47131083,1,22046413.9434309,1995,4474670.1871751
2138.09363863227,4474670.1871751,651582.687252569,1,1008515.73343956,1996,2392217.58378593
678.337366767972,2392217.58378593,1087088.05581493,1,751845.117502997,1997,3811020.54992795
47953.4540754297,3811020.54992795,2023631.03936713,1,683919.411290515,1998,13203151.6074049
3.53387605278922e-09,13203151.6074049,7737952.02207543,1,3920260.54867729,1999,3569959.42104111
0.0,3569959.42104111,547555.939104106,1,677133.031946363,2000,1940224.70834125
14.6767322231234,1940224.70834125,159364.714192619,1,24302.420013975,2001,897873.611039126
638.135609259161,897873.611039126,375942.275188152,1,342016.937402607,2002,2001790.18595576
51079.32601503,2001790.18595576,1010493.43929947,1,343819.119616924,2003,8091278.30934923
3.7705069848490906e-09,8091278.30934923,1884667.87736433,1,5815822.76878839,2004,2867678.88859573
1450.35672365002,2867678.88859573,633259.026961788,1,742842.990470394,2005,5715389.79610706
2385.72144724474,5715389.79610706,2456932.18694439,1,819689.213281803,2006,5917491.96338967
3.2868421556341104e-09,5917491.96338967,3595854.01013122,1,142426.304356772,2007,6032351.80402454
3.31485859461434e-09,6032351.80402454,4799243.53936282,1,31398.6581417281,2008,6961784.09424465
3.2916481614597e-09,6961784.09424465,1254242.5550963,1,2634425.85403184,2009,10779329.0666532
3.1287402296158103e-09,10779329.0666532,3663815.12406944,1,4527247.8635668,2010,7228364.43811304
24304.7110186645,7228364.43811304,1542519.61604364,1,1197114.77601078,2011,12269042.282635
7813.44791142701,1796531.00832562,486708.046209008,0,597027.884070663,1963,1943395.17687868
4347.3174757782,1943395.17687868,1072773.45843184,0,532279.882946014,1964,1222067.3645475
4331.49371526996,1222067.3645475,112176.052645247,0,549352.743846639,1965,2884786.4946616
5808.64568426164,2884786.4946616,130455.479242418,0,330857.292990636,1966,1555050.91365408
23215.3092907737,1555050.91365408,141943.787554161,0,396108.297750545,1967,1822083.25424686
34421.0693936044,1822083.25424686,342531.147158467,0,700969.83052858,1968,2641101.3196531
37063.7623083752,2641101.3196531,634432.36261284,0,1275540.20852643,1969,2689519.09394046
2025.05901456717,2689519.09394046,918492.715897883,0,854534.674284902,1970,3658033.57282386
3786.90944592145,3658033.57282386,352459.442310703,0,209617.749430165,1971,1468384.33686538
0.0,1468384.33686538,126410.371162024,0,330689.348398898,1972,684258.617264956
4366.22468956906,684258.617264956,45888.7158011447,0,88011.4566665741,1973,1474643.47703418
17756.1797907922,1474643.47703418,161583.005489253,0,837020.678289628,1974,3211149.76280038
17309.1467786041,3211149.76280038,349683.813048176,0,1549927.8418581,1975,3200600.08532224
35045.7568698816,3200600.08532224,228954.01877828,0,1777139.50349528,1976,2912820.42239662
254.932377735562,2912820.42239662,610279.994285418,0,359615.215585859,1977,2256809.7992713
1832.3201198363,2256809.7992713,253898.573425739,0,564688.753645758,1978,2826605.63321608
11804.2118139818,2826605.63321608,456699.190465581,0,1103750.0257328,1979,5080050.29788931
4422.7672335837,5080050.29788931,1013492.77841135,0,1539430.16360167,1980,8756831.23788455
0.0,8756831.23788455,788791.185962141,0,1950161.36885234,1981,4660805.78651175
9730.53469787976,4660805.78651175,490173.614719831,0,145843.809275599,1982,3308264.24841943
5950.05547355815,3308264.24841943,1389278.69305605,0,631141.112529188,1983,3876353.26508531
17348.8027243797,3876353.26508531,1059832.78749073,0,761179.388082813,1984,4237309.74564934
5872.94093030295,4237309.74564934,772537.977071174,0,1344991.40531127,1985,3991315.64847112
0.0,3991315.64847112,163880.66985914,0,592812.200351995,1986,2319010.0767258
7908.84844690364,2319010.0767258,179535.997593239,0,225871.890081394,1987,1962972.63390798
30951.3491785531,1962972.63390798,513736.30260592,0,351039.263127891,1988,3669831.2953558
31776.9365899887,3669831.2953558,828787.4423946,0,1575843.643555,1989,8300331.60069112
2489.48075273992,8300331.60069112,1858983.82544858,0,1612753.36439599,1990,9754424.63249577
2471.6078581962,9754424.63249577,369590.255973837,0,1219364.52692957,1991,5222906.78506534
31753.3720465885,5222906.78506534,354737.962299196,0,616859.469851407,1992,5577184.76242053
4535.82924553982,5577184.76242053,360910.259530495,0,780077.429791028,1993,3700808.24107306
54894.243808705,3700808.24107306,659726.896789352,0,1406718.53377192,1994,3440141.64410542
2602.94848009323,3440141.64410542,451505.364261898,0,1531081.46027709,1995,4662460.92704385
487.368950568816,4662460.92704385,158742.824990435,0,139216.171176085,1996,1910810.19559492
14445.3446731611,1910810.19559492,352180.965215156,0,282464.847354202,1997,2365116.31779293
17068.5759627323,2365116.31779293,504530.827538531,0,430638.544022847,1998,4701483.59042714
502.139468440963,4701483.59042714,2425255.49962354,0,730718.838285128,1999,3967486.10829848
0.0,3967486.10829848,340634.566103316,0,117753.99951469,2000,5991184.94059195
6840.81230471444,5991184.94059195,97471.4974381258,0,49654.1915278732,2001,2813597.65747736
1475.2079336621,2813597.65747736,595642.300287036,0,825499.876103832,2002,4861853.11575964
7565.74140766307,4861853.11575964,713059.888060236,0,553804.860296737,2003,4066709.7034055
3.7248717353751795e-09,4066709.7034055,1207028.86475426,0,707967.121693687,2004,8765371.00629132
10587.7927433843,8765371.00629132,484233.355316322,0,453896.901675349,2005,5342241.08539432
1829.33528582607,5342241.08539432,1471105.54402306,0,396239.388226401,2006,8438491.67331394
3.2523510136595103e-09,8438491.67331394,3692037.19254309,0,250688.439937161,2007,9129940.88360124
3321.20069968272,9129940.88360124,986911.336899318,0,247183.187289724,2008,4912919.86145329
10574.3937923708,4912919.86145329,1302924.7710825,0,979063.191611649,2009,5436897.89957308
18821.2318274557,5436897.89957308,1657238.27752978,0,801427.187885937,2010,5520113.23060935
14339.3566796502,5520113.23060935,1861894.7592203,0,717671.066216282,2011,3322918.24103737
1.26109200527051e-07,452397.672366743,4.97704998202916e-07,0,65871.6955931703,1963,266354.879314094
0.0,266354.879314094,1.24579769110065e-07,0,169010.846296801,1964,582186.381791021
0.0,582186.381791021,210435.634814627,0,47669.842108658,1965,411584.841890866
0.0,411584.841890866,30.8085589248334,0,166547.305970813,1966,139628.992514339
0.0,139628.992514339,1.47336812787502e-07,0,66347.7629188134,1967,218458.353446574
0.0,218458.353446574,2.94087569903273e-05,0,124685.099363518,1968,184391.565122492
7.62517406486189e-10,184391.565122492,86140.1087622058,0,15074.1527658751,1969,865759.514533286
2.62524719200348e-09,865759.514533286,91353.3322463138,0,5088.87342001168,1970,674291.305673819
7843.40452592521,674291.305673819,118677.086274913,0,4.87039049382313e-08,1971,87174.071285159
0.0,87174.071285159,35190.1466128597,0,4510.13586884221,1972,417125.006314853
0.0,417125.006314853,4814.98787861668,0,3.75632791667341e-09,1973,252194.813153367
486.230509462073,252194.813153367,127285.038822224,0,36821.1287551858,1974,1053797.8024605
0.757645511168111,1053797.8024605,0.985516489448215,0,745792.847957961,1975,1083587.24995388
0.0,1083587.24995388,71034.1837502203,0,28354.8229357604,1976,1096783.00507405
0.0,1096783.00507405,0.0065750816644809,0,46130.0749290615,1977,1431831.66939481
2.27270790944936e-07,1431831.66939481,4.7053893377783e-06,0,61562.1412000931,1978,1048799.62561347
0.0,1048799.62561347,622880.05626241,0,347527.833855794,1979,5389939.1688738
3.82465594221543e-09,5389939.1688738,190046.542386955,0,154757.080823384,1980,3875793.56709563
7963.62566408149,3875793.56709563,21273.9792365081,0,203259.642114185,1981,4067177.59329996
0.0,4067177.59329996,89106.4176431423,0,2.90340655514435e-09,1982,2159923.60346095
0.0,2159923.60346095,430996.667258683,0,11883.0628468104,1983,1340820.43467096
0.0,1340820.43467096,19768.34400461,0,2.64660711400162e-09,1984,995643.313090766
0.0,995643.313090766,250006.004236372,0,167393.190781693,1985,2379337.92750617
0.0,2379337.92750617,125109.028118001,0,2611.8873910791,1986,1380199.93065938
0.0,1380199.93065938,233673.059310938,0,1.73804769461259e-07,1987,1090076.22722232
0.0,1090076.22722232,46770.5412210206,0,5890.14117376119,1988,1190738.06078031
0.0,1190738.06078031,63478.0956455417,0,3961.82012938278,1989,1804526.25503149
0.0,1804526.25503149,98020.4532820955,0,2858.39739710762,1990,1628966.62721073
0.0,1628966.62721073,32993.8193841774,0,2.4253690622510304e-09,1991,1888874.17384669
0.0,1888874.17384669,206199.488894642,0,15735.1581001703,1992,2580049.13206943
0.0,2580049.13206943,105904.23479021,0,5343.42696160615,1993,1436463.30122359
0.0,1436463.30122359,37828.3554258622,0,1126.02302647214,1994,810994.888026111
188.803990537683,810994.888026111,124515.362637432,0,13238.5024945542,1995,1623168.65684845
0.0,1623168.65684845,130535.065050283,0,2430.01136919642,1996,817646.872974928
0.0,817646.872974928,48386.2812549938,0,9026.60558420404,1997,991559.918390668
1.84723317531898e-09,991559.918390668,70182.1556904351,0,772.89449780223,1998,451807.045806223
0.0,451807.045806223,62890.7641215736,0,5624.84341663388,1999,1344618.29639977
0.0,1344618.29639977,363788.390887271,0,13338.3822432371,2000,2093784.90694055
0.0,2093784.90694055,37572.1894059692,0,4811.35786109076,2001,691785.044880413
9.26228294456243e-10,691785.044880413,154933.593198501,0,4075.14617142039,2002,2409659.77058579
1.00204660819666e-09,2409659.77058579,88030.5695740613,0,7352.30030476671,2003,2062487.12260245
0.0,2062487.12260245,240487.491933777,0,13097.9929440343,2004,3672976.30209629
0.0,3672976.30209629,256405.375229429,0,5166.52049467201,2005,2731826.27073122
0.0,2731826.27073122,179949.038081643,0,4763.34463212569,2006,2469463.10559578
0.0,2469463.10559578,388618.202920449,0,30293.1040794289,2007,1909482.51005245
0.0,1909482.51005245,194650.117400438,0,1.13993831235916e-09,2008,2077745.76725557
0.0,2077745.76725557,359162.588976833,0,5760.26466354301,2009,1206250.66000498
0.0,1206250.66000498,104739.84738397,0,8747.68063347035,2010,1167743.47542905
0.0,1167743.47542905,30883.2395986522,0,5282.21390168137,2011,1038209.03832845
3694.46063888672,679649.323283837,27692.2549353037,0,440004.049669424,1963,1305818.31606283
5926.18776712196,1305818.31606283,937285.507472268,0,248741.342367595,1964,2884254.35077457
1262.44017470201,2884254.35077457,329872.156775916,0,1997877.25616841,1965,1373739.2773402
754.095812192974,1373739.2773402,77486.9444911143,0,273290.003538251,1966,440092.796162451
48.901593928048,440092.796162451,10883.5452489168,0,158144.038617612,1967,149356.419004232
10590.2432874921,149356.419004232,18937.8619586213,0,77496.9099422455,1968,301894.301680882
2815.21277212956,301894.301680882,47512.0865504668,0,220162.908291361,1969,1052934.46111376
0.0,1052934.46111376,772415.783771252,0,212639.57545864,1970,1774596.39188806
1.67794587697893e-09,1774596.39188806,98165.5942208475,0,42250.3376177687,1971,131748.183570583
0.0,131748.183570583,16984.7086799186,0,42253.9569386811,1972,63411.413719911
319.260557600381,63411.413719911,4547.89600353383,0,13507.686703439,1973,66751.5754288623
205.928029310741,66751.5754288623,3708.87462633552,0,52667.526642019,1974,525564.694158212
0.0,525564.694158212,193375.625943543,0,303315.547440934,1975,618700.618826705
5.27918987284524e-07,618700.618826705,2.16737220462922e-07,0,573772.558892092,1976,429697.41259432
0.0,429697.41259432,26044.9453294312,0,145198.447240521,1977,97115.015029427
14009.5959676045,97115.015029427,9986.42684856561,0,21376.5651354758,1978,2286731.6205384
5168.95767015129,2286731.6205384,1565298.94684351,0,660051.917890254,1979,4642573.23972568
61271.8531477058,4642573.23972568,2328526.86926558,0,1608268.16137964,1980,4078237.47704977
0.0,4078237.47704977,642642.929691399,0,1352579.36062715,1981,2682649.72556753
3163.41103804222,2682649.72556753,245523.689600034,0,230132.821228777,1982,4148448.41769836
10427.2928765737,4148448.41769836,3310049.20688371,0,343911.61502173,1983,4166991.72217075
35830.1908593104,4166991.72217075,1405682.3347348,0,1672860.70123281,1984,7940798.19799612
6623.3847425797,7940798.19799612,1742861.18268677,0,3340398.47223444,1985,6727273.6962772
266.239669649013,6727273.6962772,325144.672033536,0,2261030.8645913,1986,2910012.7073318
3616.4989548217,2910012.7073318,733502.9645429,0,543094.918270168,1987,2155143.21163953
50457.4802705524,2155143.21163953,479102.576627199,0,562361.88572287,1988,5363340.0715972
1021.61462830946,5363340.0715972,646743.34623154,0,3868563.22840385,1989,2712617.43814504
