System,River,Year,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4,Total_Returns_NextYear,Pacea_ALPI_Anomaly,npi_mean_NovMar,oni_mean_DecFeb,mei_mean_AprSep,npgo_mean_DecFeb,ao_mean_DecMar,pdo_mean_DecMar,pdo_mean_MaySep,sst_aprjul,sst_anom,sss_mayaug,total_spawners_y_minus_2_to_4,mean_temp_JunAug,mean_temp_MaySep,max_temp_JunAug,mean_discharge_MarMay,max_discharge_AprSep
Bristol Bay,Alagnak,1987,780737.319080473,1.96779032380369e-08,560.95682528005,12695.2072989357,3.9699684488804e-09,0.0,4.21669355077725e-08,3.11040645777601e-08,767481.154956002,9.263259713327061e-09,0.0,0.0,2.29899607776359e-08,1.13997439818948e-07,5.29329126553748e-09,0.0,6.7617531699844606e-09,0.0,0.0,851134.598568929,3.62,1005.968,27.80333333333333,1.7283333333333333,0.3326573833333333,-1.07675,1.4975,1.086,5.768152952194214,0.1613846970326973,31.528236524382635,1095531.0,,,,,
Bristol Bay,Alagnak,1988,851134.598568929,0.0,5.820924300502861e-09,6532.22667584921,4.60680458332264e-09,0.0,6814.9115635197,403722.288022385,434065.17230692,4.60680458332264e-09,0.0,1.18251687032876e-07,8.1492940204979e-08,2.43322425082375e-08,4.60680458332264e-09,0.0,5.820924300502861e-09,5.7933910723570904e-09,0.0,1379369.76653295,1.21,1008.134,27.406666666666663,-1.16,0.8647857866666667,-0.383,0.5325,-0.286,5.871588349342346,0.2648200941808296,31.48124515476512,1437129.0,,,,,
Bristol Bay,Alagnak,1989,1379369.76653295,0.0,1.0148316343717e-08,39050.5991434939,1631.85443605151,0.0,1.97356117547953e-07,86570.4268066248,1250869.72502813,9.79191316691768e-09,9.16630787476008e-09,2.90229584732625e-08,4.31303444672068e-08,1247.1611182917,2.20318046294116e-08,2.32183667772561e-08,7.61123725830531e-09,7.58248689665636e-09,0.0,1591425.18648978,-2.68,1011.742,24.93,-0.8966666666666667,0.90987403,2.3985,-1.0175,-0.0859999999999999,5.350692093372345,-0.2560761617891716,31.32763057680272,1281171.0,,,,,
Bristol Bay,Alagnak,1990,1591425.18648978,0.0,2.54585852711053e-08,4.05342155850314e-08,0.0,0.0,1.33140910640605e-08,9.33481460050034e-08,792074.181830565,25116.4765357587,0.0,3.99422731880819e-08,1.1314926788431e-08,772146.242668685,7.820032864539211e-09,0.0,3.11160486710496e-08,2088.28545450842,0.0,1684654.87060508,-0.87,1010.906,26.686666666666667,0.1116666666666666,-0.0613260966666666,1.68725,-0.76,-0.314,5.563302576541901,-0.0434656786196159,31.69971599151839,1476501.0,,,,,
Bristol Bay,Alagnak,1991,1684654.87060508,0.0,1.45216125220437e-08,2.25345876880538e-08,2446.31050429707,0.0,0.0,2.69687089578247e-08,954824.079690286,1.64782411877803e-08,0.0,3.48685556190173e-08,1.34843544838847e-07,720017.363924799,4441.2484289395,0.0,8.29806429587195e-09,2925.86805650053,0.0,1461638.5858147,0.45,1011.244,27.036666666666665,0.5566666666666666,-0.86051957,0.1492499999999999,-1.5550000000000002,-1.136,5.56310647726059,-0.0436617779009269,31.505268965194475,1391280.0,,,,,
Bristol Bay,Alagnak,1992,1461638.5858147,0.0,7.129560657558061e-09,7.092609020634021e-09,4.70413002379177e-09,0.0,0.0,9.50608087674408e-09,394531.994668672,1.71700745897551e-07,0.0,9.667689936106061e-09,1.18826011011931e-08,1066241.36924701,1.17603250647661e-08,0.0,4.75304043837204e-09,865.221898779114,0.0,2451734.91460459,2.14,1006.456,28.363333333333333,1.0266666666666666,-0.05881037,1.06725,0.04,1.056,5.197712630033493,-0.4090556251280235,31.42808303548329,1428382.5,,,,,
Bristol Bay,Alagnak,1993,2451734.91460459,0.0,0.0,5.344678205943781e-09,0.0,0.0,100366.256665957,712704.841944845,638576.414798764,1.07072596161112e-08,0.0,7.71666475425494e-08,615410.937758418,374484.406268351,2.40913341313303e-08,0.0,1392.63062415989,8799.42654397623,0.0,2062023.39943197,-0.94,1008.754,26.82333333333333,1.0116666666666667,-2.2754968,1.5175,0.0775,1.686,5.852703154087067,0.2459348989255501,31.46903316298528,1639927.95,,,,,
Bristol Bay,Alagnak,1994,2062023.39943197,0.0,8.66820090260566e-09,3138.0810583256,1365.06426922141,0.0,23838.2984895964,3.46728036109283e-08,1322636.53214485,19833.5135331824,0.0,5.06417998013343e-08,691211.909936563,1.37400706340816e-08,1.65058878646665e-08,0.0,9.53502099242914e-08,8.244042381474851e-09,0.0,2198777.94068358,-0.63,1010.356,26.8,0.5266666666666667,-1.9444107,0.15675,0.53,-0.53,5.565114378929138,-0.0416538762323783,31.59085414658731,1716129.6,,,,,
Bristol Bay,Alagnak,1995,2198777.94068358,0.0,6.8950979884430805e-09,6.74439707431861e-09,240.762470498148,0.0,0.0,1012274.36267232,1174114.76128111,12148.0542545946,0.0,3.29127159845605e-07,1.75824998710406e-07,4.49176845203496e-06,6.58819523887475e-09,0.0,1.72377449711077e-08,2.02331912291433e-08,0.0,2383541.73513812,1.59,1008.562,27.66333333333333,-0.2749999999999999,-1.02555351,0.6405000000000001,-0.65,0.806,5.187888652086258,-0.4188796030752586,31.3801078725217,2173127.85,,,,,
Bristol Bay,Alagnak,1996,2383541.73513812,0.0,0.0,35663.2823399376,3.2727157061769304e-09,0.0,3.0119722311937e-08,3.10929991138278e-08,2341905.26475263,4214.61100071628,0.0,1.17132253485751e-08,8.182368186463411e-09,1.47192398921552e-08,1758.57704471812,0.0,1.47282627407655e-08,6.5418843942260604e-09,0.0,814336.197799176,0.86,1007.772,25.84,-0.7166666666666667,-0.49204,-1.16175,0.8275,0.642,5.587652027606964,-0.0191162275545524,31.49750472538507,2083740.15,,,,,
Bristol Bay,Alagnak,1997,814336.197799176,0.0,0.0008963857817391,10456.9493118177,824.636540821817,0.0,593413.382587727,1463.53901417289,150356.315653665,0.0038004956762627,0.0,0.0,0.0028574057230692,53630.1072266333,0.0017317564459224,0.0,2601.0512630669,1590.20691522818,0.0,1185591.30318944,0.49,1008.67,26.23333333333333,1.653333333333333,-1.3694127,0.2004999999999999,0.2725,1.94,6.3439734280109406,0.737205172849424,31.624789593824698,2055868.65,,,,,
Bristol Bay,Alagnak,1998,1185591.30318944,0.0,0.0,1616.27877449024,0.0,0.0,0.0,9.60279929239396e-08,957262.241291818,8.581314409772592e-09,0.0,4.46890570593246e-08,226712.783122949,1.17343086167266e-08,5.46083644190582e-09,0.0,1.57422939217745e-08,4.693723444539581e-09,0.0,3028936.64962732,4.58,1005.478,28.87333333333333,0.1016666666666666,0.8962181933333333,-0.64725,1.2125,-1.068,6.23176634311676,0.6249980879552437,31.431184370126296,1950744.9,,,,,
Bristol Bay,Alagnak,1999,3028936.64962732,0.0,0.0,0.0,0.0,0.0,0.0,2028132.49256904,688616.328852843,38.8758469816484,0.0,3.5323165856719904e-09,1106.66577731393,311042.286581127,3.5315508967327e-09,0.0,3.5316507861117804e-09,3.5315263581537403e-09,0.0,2189169.95364768,0.13,1009.446,25.21333333333333,-1.1866666666666663,1.38527183,0.1132499999999999,-1.0275,-2.122,3.3756258487701416,-2.231142406391375,31.67090238030277,1888473.9,,,,,
Bristol Bay,Alagnak,2000,2189169.95364768,0.0,0.0,0.0,11.8454513199873,0.0,5994.05323232873,40387.3104103675,1861831.56074104,11052.9787606826,0.0,0.0,1922.91169605244,259857.140844817,0.0,0.0,8112.1525110636,5.3689696478594e-09,0.0,1186912.55495206,0.26,1008.446,25.11,-0.675,1.5269583,0.7345,-1.515,-1.218,5.518519550561905,-0.0882487045996116,31.34106679460896,1981515.75,,,,,
Bristol Bay,Alagnak,2001,1186912.55495206,0.0,0.0,55.3664802300998,0.0,0.0,11639.2776076288,1871.38703178611,1167710.21614416,974.450052062853,3.10880601198955e-09,11.0732961268463,1162.69608485333,3421.64847890156,66.4397762967003,0.0,5.6201564093658e-09,6.245576811282921e-09,0.0,941300.532766827,1.5,1007.084,25.98333333333333,-0.2383333333333333,2.660991533333333,-1.4055,0.015,-1.642,6.056779623031616,0.4500113678700996,31.62734210313256,2381483.25,,,,,
Bristol Bay,Alagnak,2002,941300.532766827,0.0,10.8052530374182,0.0,0.0,0.0,7.45947383447626e-08,9903.0144088113,625825.295889401,204767.564320588,0.0,8095.76288245844,85372.1284523524,7234.11690859409,43.2210121753734,8.90122087847162e-08,37.8183861976326,10.8052530480746,0.0,4157797.34513923,-0.37,1009.196,26.52,0.3616666666666667,2.0203324,0.56625,-1.08,-0.658,6.538191825151444,0.9314235699899268,31.835213461918617,2975290.0,,,,,
Bristol Bay,Alagnak,2003,4157797.34513923,0.0,0.0,0.0,0.0,0.0,2051.16774657631,802308.796826708,2422101.56698494,41421.5238420093,1.5707801437772901e-09,47.0123878646724,269435.093626898,620197.121784919,47.0123878670205,0.0,188.049551448435,2.3594427643338703e-09,0.0,7525949.13672296,2.8,1005.066,27.56,-0.0966666666666666,1.86609866,-0.25075,1.315,0.124,6.117218613624573,0.5104503584630562,31.29076632456993,3013030.0,,,,,
Bristol Bay,Alagnak,2004,7525949.13672296,0.0,0.0,13.2585138311569,0.0,0.0,39954.2128738335,5559714.5741177,1213013.13415304,84.949876028748,0.0,3.861875732248291e-09,646231.010504353,56520.4843491603,10148.8363281517,0.0,3.84443235254419e-09,3.8420735847491e-09,268.676006852196,5224715.57924587,2.83,1008.564,27.0,0.1233333333333333,0.38554044,-0.65775,-0.3775,0.16,6.222519844770432,0.615751589608915,31.535762359846885,2597850.0,,,,,
Bristol Bay,Alagnak,2005,5224715.57924587,0.0,0.0,306.956264898706,287.751700399058,0.0,14.6758327494927,127914.746489427,4007257.57007096,277.284352231964,0.0,17.8963723393896,34671.4739623912,1053967.22420046,2.71998251376219e-09,0.0,2.7199472734644602e-09,2.7199433876998304e-09,0.0,3342878.91777659,0.9,1008.15,27.293333333333333,0.0866666666666666,-1.5064687166666668,-0.25825,-0.025,0.182,6.863881886005402,1.257113630843885,31.446986433285385,5123996.0,,,,,
Bristol Bay,Alagnak,2006,3342878.91777659,0.0,0.0,6015.00169418383,4.03104410740263e-09,0.0,2.6908225396372703e-09,1774631.8424627,1366722.79401102,31485.8658864743,0.0,2.6908225396372703e-09,37516.6496544994,115780.485602792,10608.0072092546,0.0,72.4518897741386,45.8193658784357,0.0,4771232.68234795,0.37,1010.108,25.90333333333333,0.0016666666666666,-1.04372476,-1.0085,0.02,-0.432,5.3635267317295074,-0.2432415234320091,31.60625827134545,9843146.0,,,,,
Bristol Bay,Alagnak,2007,4771232.68234795,0.0,0.0,0.0,0.0,0.0,1822.47544862809,2760468.64933077,1836230.7495599,12340.6681596462,0.0,3.28366455168492e-09,67960.4396480406,92409.7002009499,3.2806096258777203e-09,0.0,3.2814865405172603e-09,3.28054753785514e-09,0.0,4706011.45544888,0.55,1009.826,27.316666666666663,-0.7116666666666667,-0.1777491063333333,1.04775,-0.73,-0.162,5.147193297743797,-0.4595749574177192,31.794008518332863,13295136.0,,,,,
Bristol Bay,Alagnak,2008,4706011.45544888,0.0,0.0,3.31346010470188e-09,3.3133936676909703e-09,0.0,3.3137610944095303e-09,860687.90830502,3797307.26418978,4217.83212627334,3.3135185110729e-09,3.3137610944095303e-09,5381.48148886453,38416.9693389115,3.3133936676909703e-09,0.0,3.31348145673886e-09,3.31346010470188e-09,0.0,2369159.92845688,-1.1,1009.304,25.12333333333333,-0.9516666666666668,0.8532889033333333,0.7909999999999999,-1.2725,-1.83,4.132083684206009,-1.4746845709555076,31.23010551395701,11392956.0,,,,,
Bristol Bay,Alagnak,2009,2369159.92845688,0.0,0.0,0.0,0.0,0.0,1340.20655608377,741790.312619227,1378015.36806703,116853.805058819,0.0,3.2871775560735503e-09,109723.987646765,21436.2485089502,3.2859874358163305e-09,0.0,3.2862369541938e-09,0.0,0.0,2815554.25637383,-3.96,1013.466,25.916666666666664,-0.0066666666666666,0.66514552,0.22425,-1.74,-0.584,4.4400522112846375,-1.166716043876879,31.84560984995828,8462956.0,,,,,
Bristol Bay,Alagnak,2010,2815554.25637383,0.0,0.0,3.1254563354655e-09,3.1254085987120804e-09,0.0,1625.25588977676,666876.142702747,1855297.3901087,15868.2069265275,0.0,3.1261398344975104e-09,127545.81053188,148341.450214179,3.1254085987120804e-09,0.0,3.1255707592229e-09,0.0,0.0,2249301.6714231,4.08,1006.49,28.136666666666667,-1.3316666666666666,1.6738658666666666,-2.6745,-0.0925,-1.524,4.517939180135727,-1.0888290750257896,31.857522871956892,6424468.0,,,,,
Bristol Bay,Alagnak,2011,2249301.6714231,0.0,0.0,2.56698451023395e-09,2.5668915783360303e-09,0.0,827.069827887814,500487.025407792,1577882.43049714,7216.02690298199,0.0,2.56780172029575e-09,54790.9602076992,108098.158579582,2.5668915783360303e-09,0.0,2.5671123241115e-09,2.56698451023395e-09,0.0,2227427.39917791,-0.62,1011.132,25.306666666666665,-1.096666666666667,0.3997249266666667,-0.32875,-1.645,-1.782,4.97808238863945,-0.6286858665220665,31.665613395064625,5621502.0,,,,,
Bristol Bay,Alagnak,2012,2227427.39917791,0.0,0.0,96.1682307893999,2.8625652633315604e-09,0.0,0.0,507010.239894829,1099434.14260847,623.631330654093,0.0,2.8638726851505202e-09,481557.63723259,138224.739060253,384.672589529831,0.0,96.1682307894001,2.86265941105583e-09,0.0,1930231.20777954,0.27,1010.324,25.83333333333333,-0.1583333333333333,0.471165961,0.7505000000000001,-1.815,-2.348,3.803842842578888,-1.8029254125826288,31.83025782143892,4341502.0,,,,,
Bristol Bay,Alagnak,2013,1930231.20777954,0.0,0.0,0.0,4.15216517752765e-09,0.0,1.7679138243708e-08,461079.569026728,1252746.00091394,258.780643531974,1.14135169505531e-08,172.520401722919,89671.5744372332,126216.502114517,4.15216517752765e-09,0.0,4.1552277572469e-09,86.2602418277753,0.0,1621056.34954884,-0.12,1010.312,26.35333333333333,-0.6233333333333333,1.1171110666666666,-1.63775,-1.3275,-1.098,5.305785238742828,-0.3009830164186882,31.74731499401491,3044794.0,,,,,
Bristol Bay,Alagnak,2014,1621056.34954884,0.0,0.0,100.567470189927,0.0,0.0,119.853551294052,735455.243207066,693019.595413266,3907.46730385018,0.0,239.707313950701,117646.463620104,70466.8841989248,100.567470189928,0.0,3.2963718489626705e-09,3.2961637774352204e-09,0.0,8244122.353439,-0.57,1009.804,26.326666666666668,0.0383333333333333,-0.7239368633333333,0.439,-0.4325,0.468,6.838876903057098,1.2321086478955818,31.63939226919145,2935541.0,,,,,
Bristol Bay,Alagnak,2015,8244122.353439,0.0,0.0,0.46774851302387,0.0,0.0,39747.7201641399,3087316.40837724,3182986.38969649,848.311778983062,0.0,0.0709541095271917,1800823.19644013,132394.059191204,0.0,0.0,5.72908818864434,0.0,0.0,4938142.33564765,0.34,1007.862,27.27,1.5233333333333334,-0.7725732833333334,1.09625,1.5550000000000002,0.8999999999999999,7.051612854003906,1.4448445988423897,31.53939086287769,2845541.0,,,,,
Bristol Bay,Alagnak,2016,4938142.33564765,0.0,0.0,0.0,0.0,0.0,2701.89355589335,1123765.34372818,2498861.49729535,12833.2777791232,0.0,4.45836630198898e-09,533352.511012736,766627.812276353,4.45826701813556e-09,0.0,4.45819442169537e-09,4.45814593177377e-09,0.0,4430315.24499489,4.13,1006.588,29.130000000000003,0.3066666666666666,0.0258715233333333,0.0627499999999999,0.9725,0.322,8.299115121364594,2.692346866203077,31.77866458181125,2150747.0,,,,,
Bristol Bay,Alagnak,2017,4430315.24499489,0.0,0.0,0.0,0.0,0.0,68087.6063347,2677120.7196576,1614660.84343473,2.75069123667195,0.0,0.0,22310.6646846369,48130.9857687361,0.0,0.0,1.4201370391155,0.254286211816703,0.0,2873549.53051235,-2.51,1010.256,26.356666666666666,-0.39,-0.81415251,1.10825,0.1575,-0.1,6.503554075956345,0.896785820794828,31.667139850445647,6739000.0,,,,,
